ID,TTL,TransmissionPower,TransmissionsNumber,IntervalTime,PDRSend,PDRReceived,DeviceID
1,2,1,1,1,51,46,1
2,2,1,1,2,51,46,1
3,2,1,1,3,51,47,1
4,2,1,1,4,51,51,1
5,2,1,1,5,51,51,1
6,2,1,3,1,51,51,1
7,2,1,3,2,51,51,1
8,2,1,3,3,51,50,1
9,2,1,3,4,51,51,1
10,2,1,3,5,51,48,1
11,2,1,5,1,51,50,1
12,2,1,5,2,51,50,1
13,2,1,5,3,51,51,1
14,2,1,5,4,51,51,1
15,2,1,5,5,51,51,1
16,2,3,1,1,51,51,1
17,2,3,1,2,51,46,1
18,2,3,1,3,51,51,1
19,2,3,1,4,51,48,1
20,2,3,1,5,51,48,1
21,2,3,3,1,51,50,1
22,2,3,3,2,51,51,1
23,2,3,3,3,51,51,1
24,2,3,3,4,51,50,1
25,2,3,3,5,51,47,1
26,2,3,5,1,51,51,1
27,2,3,5,2,51,47,1
28,2,3,5,3,51,51,1
29,2,3,5,4,51,51,1
30,2,3,5,5,51,49,1
31,2,6,1,1,51,49,1
32,2,6,1,2,51,49,1
33,2,6,1,3,51,50,1
34,2,6,1,4,51,48,1
35,2,6,1,5,51,48,1
36,2,6,3,1,51,51,1
37,2,6,3,2,51,51,1
38,2,6,3,3,51,51,1
39,2,6,3,4,51,50,1
40,2,6,3,5,51,48,1
41,2,6,5,1,51,51,1
42,2,6,5,2,51,51,1
43,2,6,5,3,51,51,1
44,2,6,5,4,51,51,1
45,2,6,5,5,51,51,1
46,3,1,1,1,51,49,1
47,3,1,1,2,51,51,1
48,3,1,1,3,51,51,1
49,3,1,1,4,51,51,1
50,3,1,1,5,51,51,1
51,3,1,3,1,51,49,1
52,3,1,3,2,51,51,1
53,3,1,3,3,51,51,1
54,3,1,3,4,51,51,1
55,3,1,3,5,51,48,1
56,3,1,5,1,51,51,1
57,3,1,5,2,51,51,1
58,3,1,5,3,51,51,1
59,3,1,5,4,51,48,1
60,3,1,5,5,51,51,1
61,3,3,1,1,51,46,1
62,3,3,1,2,51,51,1
63,3,3,1,3,51,48,1
64,3,3,1,4,51,51,1
65,3,3,1,5,51,51,1
66,3,3,3,1,51,51,1
67,3,3,3,2,51,51,1
68,3,3,3,3,51,49,1
69,3,3,3,4,51,51,1
70,3,3,3,5,51,49,1
71,3,3,5,1,51,48,1
72,3,3,5,2,51,47,1
73,3,3,5,3,51,51,1
74,3,3,5,4,51,51,1
75,3,3,5,5,51,51,1
76,3,6,1,1,51,49,1
77,3,6,1,2,51,48,1
78,3,6,1,3,51,49,1
79,3,6,1,4,51,51,1
80,3,6,1,5,51,51,1
81,3,6,3,1,51,51,1
82,3,6,3,2,51,47,1
83,3,6,3,3,51,51,1
84,3,6,3,4,51,50,1
85,3,6,3,5,51,49,1
86,3,6,5,1,51,48,1
87,3,6,5,2,51,48,1
88,3,6,5,3,51,50,1
89,3,6,5,4,51,51,1
90,3,6,5,5,51,51,1
91,4,1,1,1,51,51,1
92,4,1,1,2,51,50,1
93,4,1,1,3,51,51,1
94,4,1,1,4,51,50,1
95,4,1,1,5,51,50,1
96,4,1,3,1,51,51,1
97,4,1,3,2,51,50,1
98,4,1,3,3,51,51,1
99,4,1,3,4,51,51,1
100,4,1,3,5,51,51,1
101,4,1,5,1,51,51,1
102,4,1,5,2,51,51,1
103,4,1,5,3,51,51,1
104,4,1,5,4,51,50,1
105,4,1,5,5,51,51,1
106,4,3,1,1,51,51,1
107,4,3,1,2,51,51,1
108,4,3,1,3,51,46,1
109,4,3,1,4,51,51,1
110,4,3,1,5,51,50,1
111,4,3,3,1,51,51,1
112,4,3,3,2,51,49,1
113,4,3,3,3,51,47,1
114,4,3,3,4,51,51,1
115,4,3,3,5,51,51,1
116,4,3,5,1,51,51,1
117,4,3,5,2,51,50,1
118,4,3,5,3,51,51,1
119,4,3,5,4,51,51,1
120,4,3,5,5,51,51,1
121,4,6,1,1,51,46,1
122,4,6,1,2,51,46,1
123,4,6,1,3,51,51,1
124,4,6,1,4,51,51,1
125,4,6,1,5,51,48,1
126,4,6,3,1,51,51,1
127,4,6,3,2,51,49,1
128,4,6,3,3,51,47,1
129,4,6,3,4,51,51,1
130,4,6,3,5,51,47,1
131,4,6,5,1,51,51,1
132,4,6,5,2,51,51,1
133,4,6,5,3,51,51,1
134,4,6,5,4,51,51,1
135,4,6,5,5,51,47,1
136,5,1,1,1,51,51,1
137,5,1,1,2,51,51,1
138,5,1,1,3,51,51,1
139,5,1,1,4,51,51,1
140,5,1,1,5,51,51,1
141,5,1,3,1,51,51,1
142,5,1,3,2,51,47,1
143,5,1,3,3,51,51,1
144,5,1,3,4,51,51,1
145,5,1,3,5,51,47,1
146,5,1,5,1,51,47,1
147,5,1,5,2,51,51,1
148,5,1,5,3,51,49,1
149,5,1,5,4,51,51,1
150,5,1,5,5,51,47,1
151,5,3,1,1,51,51,1
152,5,3,1,2,51,51,1
153,5,3,1,3,51,50,1
154,5,3,1,4,51,50,1
155,5,3,1,5,51,51,1
156,5,3,3,1,51,51,1
157,5,3,3,2,51,49,1
158,5,3,3,3,51,51,1
159,5,3,3,4,51,48,1
160,5,3,3,5,51,49,1
161,5,3,5,1,51,48,1
162,5,3,5,2,51,51,1
163,5,3,5,3,51,51,1
164,5,3,5,4,51,49,1
165,5,3,5,5,51,50,1
166,5,6,1,1,51,51,1
167,5,6,1,2,51,49,1
168,5,6,1,3,51,51,1
169,5,6,1,4,51,51,1
170,5,6,1,5,51,50,1
171,5,6,3,1,51,51,1
172,5,6,3,2,51,50,1
173,5,6,3,3,51,51,1
174,5,6,3,4,51,47,1
175,5,6,3,5,51,51,1
176,5,6,5,1,51,49,1
177,5,6,5,2,51,51,1
178,5,6,5,3,51,51,1
179,5,6,5,4,51,51,1
180,5,6,5,5,51,51,1
181,2,1,1,1,51,50,1
182,2,1,1,2,51,51,1
183,2,1,1,3,51,51,1
184,2,1,1,4,51,51,1
185,2,1,1,5,51,47,1
186,2,1,3,1,51,51,1
187,2,1,3,2,51,51,1
188,2,1,3,3,51,51,1
189,2,1,3,4,51,51,1
190,2,1,3,5,51,48,1
191,2,1,5,1,51,49,1
192,2,1,5,2,51,51,1
193,2,1,5,3,51,50,1
194,2,1,5,4,51,49,1
195,2,1,5,5,51,51,1
196,2,3,1,1,51,47,1
197,2,3,1,2,51,46,1
198,2,3,1,3,51,49,1
199,2,3,1,4,51,51,1
200,2,3,1,5,51,51,1
201,2,3,3,1,51,51,1
202,2,3,3,2,51,51,1
203,2,3,3,3,51,51,1
204,2,3,3,4,51,51,1
205,2,3,3,5,51,48,1
206,2,3,5,1,51,51,1
207,2,3,5,2,51,51,1
208,2,3,5,3,51,51,1
209,2,3,5,4,51,50,1
210,2,3,5,5,51,51,1
211,2,6,1,1,51,51,1
212,2,6,1,2,51,51,1
213,2,6,1,3,51,46,1
214,2,6,1,4,51,51,1
215,2,6,1,5,51,50,1
216,2,6,3,1,51,51,1
217,2,6,3,2,51,51,1
218,2,6,3,3,51,51,1
219,2,6,3,4,51,51,1
220,2,6,3,5,51,50,1
221,2,6,5,1,51,48,1
222,2,6,5,2,51,51,1
223,2,6,5,3,51,51,1
224,2,6,5,4,51,51,1
225,2,6,5,5,51,51,1
226,3,1,1,1,51,47,1
227,3,1,1,2,51,46,1
228,3,1,1,3,51,51,1
229,3,1,1,4,51,47,1
230,3,1,1,5,51,46,1
231,3,1,3,1,51,48,1
232,3,1,3,2,51,50,1
233,3,1,3,3,51,51,1
234,3,1,3,4,51,51,1
235,3,1,3,5,51,51,1
236,3,1,5,1,51,47,1
237,3,1,5,2,51,50,1
238,3,1,5,3,51,51,1
239,3,1,5,4,51,50,1
240,3,1,5,5,51,51,1
241,3,3,1,1,51,51,1
242,3,3,1,2,51,51,1
243,3,3,1,3,51,51,1
244,3,3,1,4,51,48,1
245,3,3,1,5,51,51,1
246,3,3,3,1,51,50,1
247,3,3,3,2,51,51,1
248,3,3,3,3,51,49,1
249,3,3,3,4,51,50,1
250,3,3,3,5,51,51,1
251,3,3,5,1,51,48,1
252,3,3,5,2,51,51,1
253,3,3,5,3,51,50,1
254,3,3,5,4,51,48,1
255,3,3,5,5,51,50,1
256,3,6,1,1,51,47,1
257,3,6,1,2,51,46,1
258,3,6,1,3,51,49,1
259,3,6,1,4,51,51,1
260,3,6,1,5,51,48,1
261,3,6,3,1,51,49,1
262,3,6,3,2,51,51,1
263,3,6,3,3,51,51,1
264,3,6,3,4,51,51,1
265,3,6,3,5,51,47,1
266,3,6,5,1,51,51,1
267,3,6,5,2,51,51,1
268,3,6,5,3,51,51,1
269,3,6,5,4,51,47,1
270,3,6,5,5,51,51,1
271,4,1,1,1,51,51,1
272,4,1,1,2,51,49,1
273,4,1,1,3,51,51,1
274,4,1,1,4,51,49,1
275,4,1,1,5,51,49,1
276,4,1,3,1,51,50,1
277,4,1,3,2,51,51,1
278,4,1,3,3,51,51,1
279,4,1,3,4,51,51,1
280,4,1,3,5,51,51,1
281,4,1,5,1,51,48,1
282,4,1,5,2,51,47,1
283,4,1,5,3,51,51,1
284,4,1,5,4,51,51,1
285,4,1,5,5,51,49,1
286,4,3,1,1,51,51,1
287,4,3,1,2,51,46,1
288,4,3,1,3,51,51,1
289,4,3,1,4,51,51,1
290,4,3,1,5,51,50,1
291,4,3,3,1,51,51,1
292,4,3,3,2,51,48,1
293,4,3,3,3,51,51,1
294,4,3,3,4,51,51,1
295,4,3,3,5,51,48,1
296,4,3,5,1,51,49,1
297,4,3,5,2,51,51,1
298,4,3,5,3,51,51,1
299,4,3,5,4,51,51,1
300,4,3,5,5,51,51,1
301,4,6,1,1,51,46,1
302,4,6,1,2,51,47,1
303,4,6,1,3,51,51,1
304,4,6,1,4,51,49,1
305,4,6,1,5,51,47,1
306,4,6,3,1,51,51,1
307,4,6,3,2,51,49,1
308,4,6,3,3,51,51,1
309,4,6,3,4,51,51,1
310,4,6,3,5,51,50,1
311,4,6,5,1,51,51,1
312,4,6,5,2,51,51,1
313,4,6,5,3,51,51,1
314,4,6,5,4,51,50,1
315,4,6,5,5,51,51,1
316,5,1,1,1,51,51,1
317,5,1,1,2,51,49,1
318,5,1,1,3,51,51,1
319,5,1,1,4,51,49,1
320,5,1,1,5,51,51,1
321,5,1,3,1,51,48,1
322,5,1,3,2,51,51,1
323,5,1,3,3,51,47,1
324,5,1,3,4,51,51,1
325,5,1,3,5,51,51,1
326,5,1,5,1,51,47,1
327,5,1,5,2,51,51,1
328,5,1,5,3,51,51,1
329,5,1,5,4,51,47,1
330,5,1,5,5,51,50,1
331,5,3,1,1,51,51,1
332,5,3,1,2,51,46,1
333,5,3,1,3,51,47,1
334,5,3,1,4,51,51,1
335,5,3,1,5,51,51,1
336,5,3,3,1,51,51,1
337,5,3,3,2,51,51,1
338,5,3,3,3,51,50,1
339,5,3,3,4,51,51,1
340,5,3,3,5,51,47,1
341,5,3,5,1,51,50,1
342,5,3,5,2,51,51,1
343,5,3,5,3,51,50,1
344,5,3,5,4,51,51,1
345,5,3,5,5,51,49,1
346,5,6,1,1,51,51,1
347,5,6,1,2,51,48,1
348,5,6,1,3,51,48,1
349,5,6,1,4,51,46,1
350,5,6,1,5,51,47,1
351,5,6,3,1,51,51,1
352,5,6,3,2,51,51,1
353,5,6,3,3,51,50,1
354,5,6,3,4,51,51,1
355,5,6,3,5,51,50,1
356,5,6,5,1,51,51,1
357,5,6,5,2,51,51,1
358,5,6,5,3,51,51,1
359,5,6,5,4,51,48,1
360,5,6,5,5,51,51,1
361,2,1,1,1,51,48,1
362,2,1,1,2,51,51,1
363,2,1,1,3,51,51,1
364,2,1,1,4,51,47,1
365,2,1,1,5,51,51,1
366,2,1,3,1,51,49,1
367,2,1,3,2,51,51,1
368,2,1,3,3,51,48,1
369,2,1,3,4,51,51,1
370,2,1,3,5,51,51,1
371,2,1,5,1,51,51,1
372,2,1,5,2,51,47,1
373,2,1,5,3,51,51,1
374,2,1,5,4,51,51,1
375,2,1,5,5,51,51,1
376,2,3,1,1,51,51,1
377,2,3,1,2,51,51,1
378,2,3,1,3,51,46,1
379,2,3,1,4,51,46,1
380,2,3,1,5,51,50,1
381,2,3,3,1,51,51,1
382,2,3,3,2,51,48,1
383,2,3,3,3,51,48,1
384,2,3,3,4,51,51,1
385,2,3,3,5,51,49,1
386,2,3,5,1,51,50,1
387,2,3,5,2,51,51,1
388,2,3,5,3,51,48,1
389,2,3,5,4,51,51,1
390,2,3,5,5,51,49,1
391,2,6,1,1,51,48,1
392,2,6,1,2,51,51,1
393,2,6,1,3,51,50,1
394,2,6,1,4,51,51,1
395,2,6,1,5,51,51,1
396,2,6,3,1,51,51,1
397,2,6,3,2,51,51,1
398,2,6,3,3,51,51,1
399,2,6,3,4,51,51,1
400,2,6,3,5,51,50,1
401,2,6,5,1,51,49,1
402,2,6,5,2,51,51,1
403,2,6,5,3,51,51,1
404,2,6,5,4,51,51,1
405,2,6,5,5,51,48,1
406,3,1,1,1,51,49,1
407,3,1,1,2,51,46,1
408,3,1,1,3,51,46,1
409,3,1,1,4,51,46,1
410,3,1,1,5,51,50,1
411,3,1,3,1,51,51,1
412,3,1,3,2,51,47,1
413,3,1,3,3,51,50,1
414,3,1,3,4,51,51,1
415,3,1,3,5,51,51,1
416,3,1,5,1,51,51,1
417,3,1,5,2,51,51,1
418,3,1,5,3,51,49,1
419,3,1,5,4,51,51,1
420,3,1,5,5,51,48,1
421,3,3,1,1,51,50,1
422,3,3,1,2,51,51,1
423,3,3,1,3,51,51,1
424,3,3,1,4,51,51,1
425,3,3,1,5,51,51,1
426,3,3,3,1,51,51,1
427,3,3,3,2,51,51,1
428,3,3,3,3,51,51,1
429,3,3,3,4,51,47,1
430,3,3,3,5,51,51,1
431,3,3,5,1,51,51,1
432,3,3,5,2,51,51,1
433,3,3,5,3,51,51,1
434,3,3,5,4,51,49,1
435,3,3,5,5,51,49,1
436,3,6,1,1,51,51,1
437,3,6,1,2,51,51,1
438,3,6,1,3,51,51,1
439,3,6,1,4,51,50,1
440,3,6,1,5,51,48,1
441,3,6,3,1,51,50,1
442,3,6,3,2,51,51,1
443,3,6,3,3,51,47,1
444,3,6,3,4,51,47,1
445,3,6,3,5,51,51,1
446,3,6,5,1,51,48,1
447,3,6,5,2,51,51,1
448,3,6,5,3,51,51,1
449,3,6,5,4,51,51,1
450,3,6,5,5,51,51,1
451,4,1,1,1,51,51,1
452,4,1,1,2,51,51,1
453,4,1,1,3,51,51,1
454,4,1,1,4,51,48,1
455,4,1,1,5,51,51,1
456,4,1,3,1,51,47,1
457,4,1,3,2,51,51,1
458,4,1,3,3,51,51,1
459,4,1,3,4,51,51,1
460,4,1,3,5,51,51,1
461,4,1,5,1,51,51,1
462,4,1,5,2,51,51,1
463,4,1,5,3,51,51,1
464,4,1,5,4,51,50,1
465,4,1,5,5,51,51,1
466,4,3,1,1,51,51,1
467,4,3,1,2,51,51,1
468,4,3,1,3,51,51,1
469,4,3,1,4,51,50,1
470,4,3,1,5,51,51,1
471,4,3,3,1,51,47,1
472,4,3,3,2,51,51,1
473,4,3,3,3,51,51,1
474,4,3,3,4,51,48,1
475,4,3,3,5,51,49,1
476,4,3,5,1,51,51,1
477,4,3,5,2,51,51,1
478,4,3,5,3,51,51,1
479,4,3,5,4,51,51,1
480,4,3,5,5,51,51,1
481,4,6,1,1,51,46,1
482,4,6,1,2,51,48,1
483,4,6,1,3,51,51,1
484,4,6,1,4,51,49,1
485,4,6,1,5,51,48,1
486,4,6,3,1,51,51,1
487,4,6,3,2,51,49,1
488,4,6,3,3,51,51,1
489,4,6,3,4,51,51,1
490,4,6,3,5,51,51,1
491,4,6,5,1,51,51,1
492,4,6,5,2,51,47,1
493,4,6,5,3,51,47,1
494,4,6,5,4,51,51,1
495,4,6,5,5,51,51,1
496,5,1,1,1,51,49,1
497,5,1,1,2,51,46,1
498,5,1,1,3,51,51,1
499,5,1,1,4,51,50,1
500,5,1,1,5,51,48,1
501,5,1,3,1,51,48,1
502,5,1,3,2,51,51,1
503,5,1,3,3,51,51,1
504,5,1,3,4,51,47,1
505,5,1,3,5,51,51,1
506,5,1,5,1,51,48,1
507,5,1,5,2,51,51,1
508,5,1,5,3,51,51,1
509,5,1,5,4,51,51,1
510,5,1,5,5,51,51,1
511,5,3,1,1,51,47,1
512,5,3,1,2,51,51,1
513,5,3,1,3,51,50,1
514,5,3,1,4,51,47,1
515,5,3,1,5,51,47,1
516,5,3,3,1,51,50,1
517,5,3,3,2,51,49,1
518,5,3,3,3,51,51,1
519,5,3,3,4,51,50,1
520,5,3,3,5,51,51,1
521,5,3,5,1,51,51,1
522,5,3,5,2,51,47,1
523,5,3,5,3,51,51,1
524,5,3,5,4,51,51,1
525,5,3,5,5,51,51,1
526,5,6,1,1,51,51,1
527,5,6,1,2,51,50,1
528,5,6,1,3,51,51,1
529,5,6,1,4,51,51,1
530,5,6,1,5,51,51,1
531,5,6,3,1,51,51,1
532,5,6,3,2,51,51,1
533,5,6,3,3,51,48,1
534,5,6,3,4,51,50,1
535,5,6,3,5,51,51,1
536,5,6,5,1,51,51,1
537,5,6,5,2,51,51,1
538,5,6,5,3,51,47,1
539,5,6,5,4,51,51,1
540,5,6,5,5,51,50,1
541,2,1,1,2,51,49,1
542,2,1,1,3,51,51,1
543,2,1,1,4,51,51,1
544,2,1,1,5,51,51,1
545,2,1,3,1,51,51,1
546,2,1,3,2,51,51,1
547,2,1,3,3,51,51,1
548,2,1,3,4,51,47,1
549,2,1,3,5,51,49,1
550,2,1,5,1,51,51,1
551,2,1,5,2,51,51,1
552,2,1,5,3,51,51,1
553,2,1,5,4,51,51,1
554,2,1,5,5,51,47,1
555,2,3,1,1,51,47,1
556,2,3,1,2,51,51,1
557,2,3,1,3,51,51,1
558,2,3,1,4,51,51,1
559,2,3,1,5,51,49,1
560,2,3,3,1,51,47,1
561,2,3,3,2,51,50,1
562,2,3,3,3,51,48,1
563,2,3,3,4,51,50,1
564,2,3,3,5,51,51,1
565,2,3,5,1,51,51,1
566,2,3,5,2,51,48,1
567,2,3,5,3,51,47,1
568,2,3,5,4,51,51,1
569,2,3,5,5,51,48,1
570,2,6,1,1,51,46,1
571,2,6,1,2,51,50,1
572,2,6,1,3,51,51,1
573,2,6,1,4,51,47,1
574,2,6,1,5,51,51,1
575,2,6,3,1,51,49,1
576,2,6,3,2,51,51,1
577,2,6,3,3,51,51,1
578,2,6,3,4,51,48,1
579,2,6,3,5,51,51,1
580,2,6,5,1,51,51,1
581,2,6,5,2,51,51,1
582,2,6,5,3,51,51,1
583,2,6,5,4,51,51,1
584,2,6,5,5,51,51,1
585,3,1,1,1,51,51,1
586,3,1,1,2,51,48,1
587,3,1,1,3,51,50,1
588,3,1,1,4,51,51,1
589,3,1,1,5,51,51,1
590,3,1,3,1,51,51,1
591,3,1,3,2,51,51,1
592,3,1,3,3,51,51,1
593,3,1,3,4,51,47,1
594,3,1,3,5,51,48,1
595,3,1,5,1,51,51,1
596,3,1,5,2,51,50,1
597,3,1,5,3,51,51,1
598,3,1,5,4,51,51,1
599,3,1,5,5,51,47,1
600,3,3,1,1,51,51,1
601,3,3,1,2,51,51,1
602,3,3,1,3,51,51,1
603,3,3,1,4,51,49,1
604,3,3,1,5,51,51,1
605,3,3,3,1,51,49,1
606,3,3,3,2,51,51,1
607,3,3,3,3,51,51,1
608,3,3,3,4,51,51,1
609,3,3,3,5,51,48,1
610,3,3,5,1,51,51,1
611,3,3,5,2,51,51,1
612,3,3,5,3,51,51,1
613,3,3,5,4,51,51,1
614,3,3,5,5,51,47,1
615,3,6,1,1,51,50,1
616,3,6,1,2,51,48,1
617,3,6,1,3,51,48,1
618,3,6,1,4,51,51,1
619,3,6,1,5,51,48,1
620,3,6,3,1,51,47,1
621,3,6,3,2,51,51,1
622,3,6,3,3,51,49,1
623,3,6,3,4,51,51,1
624,3,6,3,5,51,47,1
625,3,6,5,1,51,51,1
626,3,6,5,2,51,51,1
627,3,6,5,3,51,50,1
628,3,6,5,4,51,51,1
629,3,6,5,5,51,50,1
630,4,1,1,1,51,51,1
631,4,1,1,2,51,51,1
632,4,1,1,3,51,50,1
633,4,1,1,4,51,51,1
634,4,1,1,5,51,50,1
635,4,1,3,1,51,49,1
636,4,1,3,2,51,51,1
637,4,1,3,3,51,49,1
638,4,1,3,4,51,50,1
639,4,1,3,5,51,51,1
640,4,1,5,1,51,51,1
641,4,1,5,2,51,51,1
642,4,1,5,3,51,51,1
643,4,1,5,4,51,51,1
644,4,1,5,5,51,51,1
645,4,3,1,1,51,51,1
646,4,3,1,2,51,50,1
647,4,3,1,3,51,48,1
648,4,3,1,4,51,50,1
649,4,3,1,5,51,46,1
650,4,3,3,1,51,49,1
651,4,3,3,2,51,51,1
652,4,3,3,3,51,49,1
653,4,3,3,4,51,50,1
654,4,3,3,5,51,47,1
655,4,3,5,1,51,50,1
656,4,3,5,2,51,49,1
657,4,3,5,3,51,47,1
658,4,3,5,4,51,51,1
659,4,3,5,5,51,49,1
660,4,6,1,1,51,51,1
661,4,6,1,2,51,51,1
662,4,6,1,3,51,48,1
663,4,6,1,4,51,49,1
664,4,6,1,5,51,51,1
665,4,6,3,1,51,51,1
666,4,6,3,2,51,47,1
667,4,6,3,3,51,47,1
668,4,6,3,4,51,51,1
669,4,6,3,5,51,47,1
670,4,6,5,1,51,49,1
671,4,6,5,2,51,51,1
672,4,6,5,3,51,51,1
673,4,6,5,4,51,49,1
674,4,6,5,5,51,47,1
675,5,1,1,1,51,49,1
676,5,1,1,2,51,46,1
677,5,1,1,3,51,47,1
678,5,1,1,4,51,48,1
679,5,1,1,5,51,51,1
680,5,1,3,1,51,51,1
681,5,1,3,2,51,48,1
682,5,1,3,3,51,51,1
683,5,1,3,4,51,51,1
684,5,1,3,5,51,50,1
685,5,1,5,1,51,48,1
686,5,1,5,2,51,49,1
687,5,1,5,3,51,48,1
688,5,1,5,4,51,48,1
689,5,1,5,5,51,49,1
690,5,3,1,1,51,51,1
691,5,3,1,2,51,51,1
692,5,3,1,3,51,51,1
693,5,3,1,4,51,51,1
694,5,3,1,5,51,51,1
695,5,3,3,1,51,51,1
696,5,3,3,2,51,48,1
697,5,3,3,3,51,51,1
698,5,3,3,4,51,51,1
699,5,3,3,5,51,51,1
700,5,3,5,1,51,51,1
701,5,3,5,2,51,51,1
702,5,3,5,3,51,49,1
703,5,3,5,4,51,50,1
704,5,3,5,5,51,51,1
705,5,6,1,1,51,51,1
706,5,6,1,2,51,51,1
707,5,6,1,3,51,51,1
708,5,6,1,4,51,51,1
709,5,6,1,5,51,49,1
710,5,6,3,1,51,48,1
711,5,6,3,2,51,49,1
712,5,6,3,3,51,49,1
713,5,6,3,4,51,51,1
714,5,6,3,5,51,51,1
715,5,6,5,1,51,48,1
716,5,6,5,2,51,51,1
717,5,6,5,3,51,47,1
718,5,6,5,4,51,51,1
719,5,6,5,5,51,47,1
1,2,1,1,1,51,51,2
2,2,1,1,2,51,51,2
3,2,1,1,3,51,51,2
4,2,1,1,4,51,49,2
5,2,1,1,5,51,49,2
6,2,1,3,1,51,51,2
7,2,1,3,2,51,48,2
8,2,1,3,3,51,48,2
9,2,1,3,4,51,51,2
10,2,1,3,5,51,47,2
11,2,1,5,1,51,51,2
12,2,1,5,2,51,51,2
13,2,1,5,3,51,49,2
14,2,1,5,4,51,51,2
15,2,1,5,5,51,51,2
16,2,3,1,1,51,51,2
17,2,3,1,2,51,51,2
18,2,3,1,3,51,51,2
19,2,3,1,4,51,51,2
20,2,3,1,5,51,50,2
21,2,3,3,1,51,47,2
22,2,3,3,2,51,51,2
23,2,3,3,3,51,50,2
24,2,3,3,4,51,51,2
25,2,3,3,5,51,51,2
26,2,3,5,1,51,48,2
27,2,3,5,2,51,51,2
28,2,3,5,3,51,51,2
29,2,3,5,4,51,49,2
30,2,3,5,5,51,48,2
31,2,6,1,1,51,50,2
32,2,6,1,2,51,51,2
33,2,6,1,3,51,51,2
34,2,6,1,4,51,46,2
35,2,6,1,5,51,48,2
36,2,6,3,1,51,48,2
37,2,6,3,2,51,51,2
38,2,6,3,3,51,51,2
39,2,6,3,4,51,47,2
40,2,6,3,5,51,47,2
41,2,6,5,1,51,51,2
42,2,6,5,2,51,51,2
43,2,6,5,3,51,49,2
44,2,6,5,4,51,51,2
45,2,6,5,5,51,51,2
46,3,1,1,1,51,51,2
47,3,1,1,2,51,51,2
48,3,1,1,3,51,47,2
49,3,1,1,4,51,51,2
50,3,1,1,5,51,47,2
51,3,1,3,1,51,48,2
52,3,1,3,2,51,49,2
53,3,1,3,3,51,51,2
54,3,1,3,4,51,51,2
55,3,1,3,5,51,51,2
56,3,1,5,1,51,47,2
57,3,1,5,2,51,48,2
58,3,1,5,3,51,51,2
59,3,1,5,4,51,51,2
60,3,1,5,5,51,48,2
61,3,3,1,1,51,47,2
62,3,3,1,2,51,47,2
63,3,3,1,3,51,49,2
64,3,3,1,4,51,50,2
65,3,3,1,5,51,47,2
66,3,3,3,1,51,48,2
67,3,3,3,2,51,51,2
68,3,3,3,3,51,51,2
69,3,3,3,4,51,47,2
70,3,3,3,5,51,51,2
71,3,3,5,1,51,49,2
72,3,3,5,2,51,49,2
73,3,3,5,3,51,51,2
74,3,3,5,4,51,48,2
75,3,3,5,5,51,50,2
76,3,6,1,1,51,47,2
77,3,6,1,2,51,47,2
78,3,6,1,3,51,51,2
79,3,6,1,4,51,51,2
80,3,6,1,5,51,50,2
81,3,6,3,1,51,51,2
82,3,6,3,2,51,51,2
83,3,6,3,3,51,51,2
84,3,6,3,4,51,48,2
85,3,6,3,5,51,51,2
86,3,6,5,1,51,47,2
87,3,6,5,2,51,49,2
88,3,6,5,3,51,47,2
89,3,6,5,4,51,51,2
90,3,6,5,5,51,51,2
91,4,1,1,1,51,46,2
92,4,1,1,2,51,47,2
93,4,1,1,3,51,51,2
94,4,1,1,4,51,48,2
95,4,1,1,5,51,47,2
96,4,1,3,1,51,51,2
97,4,1,3,2,51,51,2
98,4,1,3,3,51,49,2
99,4,1,3,4,51,51,2
100,4,1,3,5,51,51,2
101,4,1,5,1,51,51,2
102,4,1,5,2,51,48,2
103,4,1,5,3,51,51,2
104,4,1,5,4,51,51,2
105,4,1,5,5,51,49,2
106,4,3,1,1,51,48,2
107,4,3,1,2,51,50,2
108,4,3,1,3,51,51,2
109,4,3,1,4,51,48,2
110,4,3,1,5,51,50,2
111,4,3,3,1,51,51,2
112,4,3,3,2,51,51,2
113,4,3,3,3,51,51,2
114,4,3,3,4,51,51,2
115,4,3,3,5,51,48,2
116,4,3,5,1,51,50,2
117,4,3,5,2,51,51,2
118,4,3,5,3,51,51,2
119,4,3,5,4,51,51,2
120,4,3,5,5,51,49,2
121,4,6,1,1,51,49,2
122,4,6,1,2,51,47,2
123,4,6,1,3,51,51,2
124,4,6,1,4,51,51,2
125,4,6,1,5,51,51,2
126,4,6,3,1,51,51,2
127,4,6,3,2,51,51,2
128,4,6,3,3,51,51,2
129,4,6,3,4,51,48,2
130,4,6,3,5,51,50,2
131,4,6,5,1,51,48,2
132,4,6,5,2,51,51,2
133,4,6,5,3,51,51,2
134,4,6,5,4,51,51,2
135,4,6,5,5,51,51,2
136,5,1,1,1,51,49,2
137,5,1,1,2,51,47,2
138,5,1,1,3,51,51,2
139,5,1,1,4,51,51,2
140,5,1,1,5,51,51,2
141,5,1,3,1,51,51,2
142,5,1,3,2,51,51,2
143,5,1,3,3,51,51,2
144,5,1,3,4,51,47,2
145,5,1,3,5,51,48,2
146,5,1,5,1,51,49,2
147,5,1,5,2,51,51,2
148,5,1,5,3,51,51,2
149,5,1,5,4,51,51,2
150,5,1,5,5,51,51,2
151,5,3,1,1,51,51,2
152,5,3,1,2,51,48,2
